Date,Platform,Campaign_Name,Impressions,Clicks,CTR (%),Likes,Comments,Shares,Cost ($),Revenue ($),Engagement Rate (%),ROI (%)
2024-02-02,Facebook,Back to School,8230,122,1.482381530984204,28,3,1,475.96420662244884,478.0681040987644,0.3888213851761847,0.44202850698486756
2024-02-02,Facebook,Black Friday,11704,335,2.8622693096377305,274,32,23,603.4654716958645,1328.6554650729217,2.811004784688995,120.17091737479551
2024-02-02,Facebook,Spring Collection,19146,1050,5.484174240050141,343,40,3,175.75797893587668,402.715501005879,2.016086911104147,129.13070771757407
2024-02-02,Instagram,Summer Sale,15849,1200,7.571455612341473,704,15,61,1599.427643465371,1373.8115058870103,4.921446148021957,-14.106054656497841
2024-02-02,Instagram,New Arrivals,1778,113,6.355455568053993,59,4,4,174.09977310895258,385.3411168668479,3.768278965129359,121.33349744557069
2024-02-02,Instagram,Holiday Promo,11178,1062,9.500805152979067,986,64,7,1059.0203859223307,1622.129692460328,9.456074431919841,53.17265975456833
2024-02-02,Instagram,Back to School,7581,637,8.40258541089566,183,14,8,714.5906145902009,771.9021739668049,2.7041287429099063,8.020194808949554
2024-02-02,Instagram,Black Friday,17789,281,1.57962785991343,30,2,1,1203.8094664973348,2400.970791983712,0.18550789813929958,99.44774142453777
2024-02-02,Instagram,Spring Collection,19230,1528,7.945917836713469,357,27,3,799.7970889073845,1302.8966642526923,2.0124804992199685,62.90340166561498
2024-02-03,Facebook,Summer Sale,12093,243,2.009426941205656,225,33,22,1968.4886100681038,2474.843344494548,2.3153890680559,25.72302079050008
2024-02-03,Facebook,New Arrivals,8429,263,3.1201803298137385,162,17,16,127.54363172771062,233.0122477619391,2.3134416894056233,82.69218510210727
2024-02-03,Facebook,Holiday Promo,5378,185,3.439940498326515,133,9,0,928.4073382327457,1489.212987017312,2.6403867608776497,60.405128836236734
2024-02-03,Facebook,Back to School,9333,340,3.642987249544627,246,19,23,1202.191510478531,2059.2491424338077,3.085824493731919,71.29127301973094
2024-02-03,Facebook,Black Friday,11288,930,8.2388377037562,199,7,10,1695.652994592862,2177.801133491542,1.9135364989369241,28.434363660263344
2024-02-03,Facebook,Spring Collection,17724,753,4.24847664184157,327,53,8,1642.5302421289002,2108.607910609248,2.1891220943353646,28.37559129969258
2024-02-03,Instagram,Summer Sale,1855,70,3.7735849056603774,60,10,6,1170.8201308156097,995.707564429021,4.097035040431267,-14.956402078994222
2024-02-03,Instagram,New Arrivals,16114,1567,9.724463199702123,916,76,45,372.1476817088078,544.3713022932876,6.435397790740971,46.27830000006251
2024-02-03,Instagram,Holiday Promo,9210,381,4.136807817589577,81,7,4,553.43784567278,1077.4512550844374,0.998914223669924,94.68333499575674
2024-02-03,Instagram,Back to School,1987,57,2.868646200301963,34,2,1,149.71399381209642,185.33578489436726,1.8621036738802215,23.793227456732716
2024-02-03,Instagram,Black Friday,1726,98,5.677867902665121,56,3,1,550.5537452045894,1063.11739544206,3.476245654692932,93.0996573362694
2024-02-03,Instagram,Spring Collection,4744,176,3.709949409780776,173,17,4,285.99875094612645,432.4905267558395,4.0893760539629005,51.221124331870826
2024-02-04,Facebook,Summer Sale,14395,1186,8.238971865230983,341,14,1,1353.7166611096825,2644.8089360495496,2.473080930878777,95.37389263433603
2024-02-04,Facebook,New Arrivals,19881,1892,9.516623912278055,1876,265,141,1290.3872904986074,3035.7494109409804,11.478295860369196,135.25878108796024
2024-02-04,Facebook,Holiday Promo,8544,600,7.02247191011236,549,2,19,1293.860330694086,2664.9228819365208,6.671348314606742,105.96681254667834
2024-02-04,Facebook,Back to School,2628,215,8.181126331811264,140,15,13,327.16739139724245,268.2449493191798,6.392694063926941,-18.00987617574631
2024-02-04,Facebook,Black Friday,19850,284,1.4307304785894208,222,30,22,1642.6102449891619,1502.255348067375,1.380352644836272,-8.544625686461178
2024-02-04,Facebook,Spring Collection,11516,469,4.0725946509204585,108,12,6,1107.9420186378904,2509.4468378322204,1.0941299062174366,126.49622413611021
2024-02-04,Instagram,Summer Sale,4259,413,9.697111998121624,363,31,2,927.7405543047678,1655.7875533558615,9.297957266964076,78.47528014948955
2024-02-04,Instagram,New Arrivals,4134,72,1.741654571843251,49,9,2,1222.0946252604542,2443.573273882888,1.4513788098693758,99.94959664945017
2024-02-04,Instagram,Holiday Promo,11135,728,6.537943421643466,299,55,27,889.5322100013047,927.2573110023659,3.4216434665469238,4.241004493924487
2024-02-04,Instagram,Back to School,19990,1221,6.108054027013507,923,162,42,802.455280645476,1722.0083993414446,5.637818909454728,114.5924440744289
2024-02-04,Instagram,Black Friday,15730,866,5.505403687221869,815,63,68,1085.6164225262235,2421.9339360687813,6.013986013986014,123.09297149659493
2024-02-04,Instagram,Spring Collection,16845,882,5.235975066785397,40,3,0,324.0782867778035,526.7900619246046,0.25526862570495695,62.55024894209762
2024-02-05,Facebook,Summer Sale,10591,393,3.7106977622509674,76,10,4,799.2030903223105,692.3442196500473,0.849778113492588,-13.37067786226503
2024-02-05,Facebook,New Arrivals,15325,412,2.6884176182707993,243,5,14,1001.3098345251925,1022.4186777173682,1.7096247960848288,2.1081230268935855
2024-02-05,Facebook,Holiday Promo,3169,174,5.490691069738088,46,9,3,662.235098885838,1529.9526385378686,1.8302303565793627,131.02862429247583
2024-02-05,Facebook,Back to School,1785,173,9.691876750700281,122,12,10,1924.2141965448063,2813.430562732141,8.067226890756302,46.21192213341145
2024-02-05,Facebook,Black Friday,4807,327,6.802579571458291,77,4,4,981.8629736433728,1673.9171147873217,1.768254628666528,70.48378029532594
2024-02-05,Facebook,Spring Collection,9556,903,9.449560485558811,830,122,50,744.5620118793086,1642.1951440845057,10.485558811218084,120.55854554539118
2024-02-05,Instagram,Summer Sale,5857,546,9.322178589721702,350,45,20,1934.5139024394944,3381.7334343712637,7.08553867167492,74.81050046250748
2024-02-05,Instagram,New Arrivals,10714,434,4.050774687324996,101,2,1,1003.3507719952802,1487.993236269576,0.9706925518013814,48.30239611123513
2024-02-05,Instagram,Holiday Promo,3151,263,8.346556648682958,258,23,25,949.8187481802596,1939.900929347854,9.711202792764203,104.23906488100752
2024-02-05,Instagram,Back to School,19951,1357,6.801664076988622,526,16,36,1108.8979387174431,1316.4554129180488,2.897097889830084,18.717455137545628
2024-02-05,Instagram,Black Friday,7207,140,1.9425558484806438,126,1,10,739.2484440662258,1167.5637599860108,1.9009296517274872,57.939292176773826
2024-02-05,Instagram,Spring Collection,11485,444,3.865912059207662,14,0,1,587.746758090146,1346.5595538983503,0.13060513713539398,129.10539877309213
2024-02-06,Facebook,Summer Sale,16883,1655,9.802760172955043,1562,146,153,1962.925387417236,3183.4579484483234,11.022922466386307,62.17926411543493
2024-02-06,Facebook,New Arrivals,13869,1072,7.729468599033816,704,101,32,1147.2878130935615,1778.388252666736,6.035042180402336,55.008031321405504
2024-02-06,Facebook,Holiday Promo,19330,764,3.952405587170202,713,81,50,1224.12812144182,2210.030494367192,4.366270046559752,80.539149101823
2024-02-06,Facebook,Back to School,10094,414,4.10144640380424,172,8,7,1715.2258355630731,2652.6905574445436,1.8525856944719636,54.65546882773721
2024-02-06,Facebook,Black Friday,16072,889,5.531358885017421,156,30,5,549.2927519546608,468.18587845210243,1.1884021901443504,-14.765691557723859
2024-02-06,Facebook,Spring Collection,19108,336,1.7584257902449236,217,31,21,1391.0579827395934,2821.9027667605374,1.4077873142139419,102.86018280869882
2024-02-06,Instagram,Summer Sale,13413,326,2.430477894579885,213,1,8,593.5817512083784,687.48545741571,1.6551107134869156,15.819843857424539
2024-02-06,Instagram,New Arrivals,13306,313,2.3523222606343004,291,48,7,624.5078228750766,514.8042632125646,2.6003306778896738,-17.566402796599807
2024-02-06,Instagram,Holiday Promo,2088,85,4.07088122605364,34,4,0,184.60760473130676,149.46420294860934,1.8199233716475096,-19.03681152997356
2024-02-06,Instagram,Back to School,13935,237,1.7007534983853607,137,8,0,1699.5468073715776,3132.4805985792354,1.0405453893074992,84.31269942036793
2024-02-06,Instagram,Black Friday,12528,851,6.792784163473818,393,3,29,97.77197412192209,129.10138798693484,3.3924010217113665,32.04334794953085
2024-02-06,Instagram,Spring Collection,10101,237,2.3463023463023465,214,31,1,61.873059067686185,60.11586666272188,2.4354024354024353,-2.839996003821344
2024-02-07,Facebook,Summer Sale,9549,577,6.042517541103781,75,7,0,1026.2173227373146,2207.0614035886606,0.8587286626871924,115.06764256342727
2024-02-07,Facebook,New Arrivals,8823,407,4.612943443273263,197,1,1,1434.714610022328,2774.2395150160187,2.2554686614530204,93.36525157242554
2024-02-07,Facebook,Holiday Promo,3555,339,9.535864978902953,304,2,7,620.4044275879465,656.9836600563257,8.80450070323488,5.89603020897103
2024-02-07,Facebook,Back to School,6686,76,1.136703559676937,62,6,0,1120.5118764112015,1314.0979346188096,1.0170505533951542,17.276573527058865
2024-02-07,Facebook,Black Friday,3828,70,1.8286311389759664,28,4,2,1313.2440196815303,1325.0174537579974,0.8881922675026124,0.8965153391158951
2024-02-07,Facebook,Spring Collection,11576,232,2.0041465100207327,32,5,1,1192.4363374843624,2220.4745377961667,0.3282653766413269,86.21325667419842
2024-02-07,Instagram,Summer Sale,1159,63,5.43572044866264,59,11,5,1653.9428490491837,3583.6467008872132,6.47109577221743,116.67294628392844
2024-02-07,Instagram,New Arrivals,14333,1103,7.695527802972162,712,3,58,1561.9249932861144,1970.2058556733302,5.39314867787623,26.139594675941442
2024-02-07,Instagram,Holiday Promo,7046,339,4.811240420096509,257,33,10,579.5167424519226,860.0951533332308,4.257734885041158,48.41592836372372
2024-02-07,Instagram,Back to School,14752,1040,7.049891540130152,1027,92,25,1444.3255017588335,2612.6776594818666,7.754880694143167,80.8925797059089
2024-02-07,Instagram,Black Friday,15087,439,2.9097898853317425,334,43,28,1865.2303755185765,4113.606902917599,2.6844303042354345,120.5414921882731
2024-02-07,Instagram,Spring Collection,6738,186,2.7604630454140695,164,3,3,1819.0396520432134,4371.2841434744105,2.523003858711784,140.30724885872723
2024-02-08,Facebook,Summer Sale,3224,247,7.661290322580645,121,23,11,1366.5231192418528,1362.7495453052788,4.807692307692308,-0.27614417081121306
2024-02-08,Facebook,New Arrivals,9662,267,2.7634030221486237,226,9,14,375.5585230570375,755.6907052470232,2.5771061891947835,101.21782860783419
2024-02-08,Facebook,Holiday Promo,16372,1174,7.170779379428292,938,23,10,1904.0067800761092,3797.19661700147,5.930857561690692,99.43188526091718
2024-02-08,Facebook,Back to School,10821,582,5.378430828943721,302,41,16,752.0984085069077,1825.0116782307648,3.3176231401903706,142.6559686323286
2024-02-08,Facebook,Black Friday,19971,1073,5.372790546292124,236,43,8,152.09228936557116,320.1337318615841,1.4370837714686295,110.48649684804613
2024-02-08,Facebook,Spring Collection,3257,278,8.535462081670248,109,1,8,1331.8392902317507,2134.777319023254,3.6229659195578754,60.28790670770688
2024-02-08,Instagram,Summer Sale,3005,274,9.118136439267886,109,12,6,1235.116638392809,1608.1373168088649,4.226289517470882,30.201251187211582
2024-02-08,Instagram,New Arrivals,19135,825,4.311471126208518,272,35,17,1487.3382733424999,3654.1017118788886,1.6932322968382545,145.68060792700606
2024-02-08,Instagram,Holiday Promo,17923,537,2.9961501980695195,447,64,35,216.41560614443344,188.95502336195065,3.046365005858394,-12.688818182620293
2024-02-08,Instagram,Back to School,18932,1386,7.3209380942319875,58,5,5,1055.9307102890398,1325.0954210806028,0.3591802239594338,25.490755043755154
2024-02-08,Instagram,Black Friday,3100,123,3.9677419354838714,55,4,5,707.8238161997307,589.5160006659182,2.064516129032258,-16.71430274400782
2024-02-08,Instagram,Spring Collection,8011,447,5.579827736861815,147,2,8,1485.590828868486,2022.502258374534,1.9598052677568343,36.14127248718893
2024-02-09,Facebook,Summer Sale,4253,421,9.898894897719257,33,4,2,1761.4116883190238,1533.8665222108666,0.9169997648718552,-12.918340874943976
2024-02-09,Facebook,New Arrivals,16193,279,1.7229667140122276,128,15,0,1066.527292925571,2622.828981700314,0.8830976347804607,145.92234995746628
2024-02-09,Facebook,Holiday Promo,4866,230,4.726674886970818,179,29,8,284.40409678512367,355.9291151677844,4.438964241676942,25.14908160296304
2024-02-09,Facebook,Back to School,18908,714,3.7761793949650944,42,6,1,485.3636017351328,917.9011658354253,0.25914956632113395,89.11619300541041
2024-02-09,Facebook,Black Friday,7155,577,8.06429070580014,564,99,12,1949.6791654418964,4367.287970948754,9.433962264150944,124.00034058726294
2024-02-09,Facebook,Spring Collection,19591,380,1.9396661732428155,273,32,22,1571.7334409634118,2481.1270781877956,1.669133785922107,57.85927903060717
2024-02-09,Instagram,Summer Sale,12477,1132,9.072693756511981,653,103,28,495.05895881271323,603.5888429619778,6.283561753626674,21.922617946264197
2024-02-09,Instagram,New Arrivals,2102,173,8.230256898192199,13,1,1,1888.3124222335189,4031.211323616317,0.7136060894386299,113.4822223352294
2024-02-09,Instagram,Holiday Promo,11847,1029,8.685743226133198,443,74,14,1144.5224087493852,2427.2775072673,4.482147379083312,112.07776175562832
2024-02-09,Instagram,Back to School,10744,620,5.77066269545793,99,11,6,324.56575034071835,603.0766562877579,1.0796723752792257,85.81031906621944
2024-02-09,Instagram,Black Friday,14705,556,3.7810268616116964,310,18,10,1964.2239815122732,3332.012937259081,2.2985379122747363,69.63508075559362
2024-02-09,Instagram,Spring Collection,14379,1056,7.344043396620072,872,155,74,556.814709523524,772.2055364330481,7.656999791362404,38.68267544401579
2024-02-10,Facebook,Summer Sale,1215,103,8.477366255144032,69,8,6,168.226405829613,331.9106235761535,6.831275720164609,97.29995534252038
2024-02-10,Facebook,New Arrivals,12033,54,0.44876589379207177,29,3,0,922.9631795503158,949.0528072883477,0.2659353444693759,2.8267246533868526
2024-02-10,Facebook,Holiday Promo,12185,471,3.8654082888797703,420,14,31,1026.1769637516798,2006.5398112363766,3.816167418957735,95.53545656496834
2024-02-10,Facebook,Back to School,12837,647,5.040118407727663,455,81,13,1115.8254269629751,1713.6704123554216,4.276700163589624,53.57872037560979
2024-02-10,Facebook,Black Friday,2757,52,1.8861080885019947,39,5,0,988.6000842445466,2299.5302043527977,1.595937613347842,132.60469435525266
2024-02-10,Facebook,Spring Collection,9811,210,2.140454591784731,84,12,1,1714.8805973241008,2077.339683679954,0.9886861685862808,21.136112153897717
2024-02-10,Instagram,Summer Sale,10797,321,2.97304806890803,77,2,3,1989.8976232336045,3999.5524818307485,0.759470223210151,100.99287697682828
2024-02-10,Instagram,New Arrivals,16449,495,3.0093014772934525,341,10,24,1842.8054389167116,2025.9108281056265,2.2797738464344337,9.936230126201107
2024-02-10,Instagram,Holiday Promo,1619,78,4.817788758492897,68,12,1,1411.7067565937668,2077.8206951850752,5.003088326127239,47.18500747269495
2024-02-10,Instagram,Back to School,3895,296,7.599486521181001,17,0,1,979.9552076125415,1980.6492054536295,0.46213093709884473,102.11629981324069
2024-02-10,Instagram,Black Friday,13782,882,6.3996517196343055,436,38,16,367.2645004267035,646.6224178012924,3.555362066463503,76.06450311696858
2024-02-10,Instagram,Spring Collection,9277,93,1.0024792497574648,18,0,1,1579.6206731066645,2276.0366028167527,0.2048075886601272,44.087542127467614
2024-02-11,Facebook,Summer Sale,16515,1328,8.041174689676051,180,20,9,677.2564798361199,1518.1865844747224,1.2655161973963065,124.1671552322523
2024-02-11,Facebook,New Arrivals,11695,993,8.490808037622916,612,21,36,529.3245066469983,785.8878183863097,5.7203933304831125,48.46994773858282
2024-02-11,Facebook,Holiday Promo,19060,1246,6.537250786988458,19,3,0,349.92369805113515,868.9119248169945,0.11542497376705141,148.31468393147196
2024-02-11,Facebook,Back to School,3176,209,6.5806045340050385,98,6,0,1289.115109036069,1230.1083062453408,3.27455919395466,-4.577310620061721
2024-02-11,Facebook,Black Friday,10821,767,7.088069494501433,26,1,0,539.4526973614854,948.8572937110509,0.249514832270585,75.89258490169803
2024-02-11,Facebook,Spring Collection,2105,117,5.558194774346793,74,1,0,423.60624418291025,1000.1370736528253,3.5629453681710213,136.1006447348243
2024-02-11,Instagram,Summer Sale,13602,1114,8.189972062931922,114,4,9,1914.8241821056788,2014.208302073876,0.9336862226143214,5.190247799090736
2024-02-11,Instagram,New Arrivals,2772,218,7.864357864357864,77,4,7,901.3976700490939,1610.0323668265937,3.1746031746031744,78.61510189380726
2024-02-11,Instagram,Holiday Promo,11521,452,3.923270549431473,118,6,6,1895.5902006432907,4392.744030710373,1.128374273066574,131.7348986727007
2024-02-11,Instagram,Back to School,5557,181,3.2571531401835525,32,1,3,1020.2027116848993,1171.1480132378629,0.6478315637934137,14.79561853973827
2024-02-11,Instagram,Black Friday,7696,417,5.418399168399168,156,15,6,113.97876705078646,214.42508549254367,2.29989604989605,88.12721969259461
2024-02-11,Instagram,Spring Collection,17654,470,2.6622861674408065,394,66,23,1662.1561976511816,1464.3432173513197,2.7359238699444886,-11.900986235793873
2024-02-12,Facebook,Summer Sale,16523,1043,6.312413000060521,545,105,3,345.61039586019376,791.1026253648362,3.9520668159535193,128.90012419789966
2024-02-12,Facebook,New Arrivals,7614,230,3.020751247701602,125,22,12,123.26362627786939,125.4051545409809,2.0882584712371943,1.7373562078109965
2024-02-12,Facebook,Holiday Promo,5776,558,9.660664819944598,335,56,9,441.09248959231667,505.5287104183041,6.9252077562326875,14.608324182881272
2024-02-12,Facebook,Back to School,12580,261,2.0747217806041336,12,2,1,1472.2223484715928,3597.577517727556,0.11923688394276628,144.36373496587856
2024-02-12,Facebook,Black Friday,13707,800,5.836433938863355,178,4,12,874.1269341765378,1149.4616558263742,1.4153352301743634,31.49825395887299
2024-02-12,Facebook,Spring Collection,3749,74,1.9738596959189119,57,10,2,404.14723712537517,578.1729217921857,1.8404907975460123,43.05997138682009
2024-02-12,Instagram,Summer Sale,4450,96,2.157303370786517,48,7,4,1107.8184567521794,1167.9978852045674,1.3258426966292136,5.432246419581928
2024-02-12,Instagram,New Arrivals,12834,987,7.690509583917718,211,31,1,1572.2318489798365,2818.0899479399327,1.8934081346423561,79.24137268739898
2024-02-12,Instagram,Holiday Promo,4551,59,1.2964183695891012,31,0,0,1223.030064634657,1595.0169223162807,0.6811689738519007,30.41518507500822
2024-02-12,Instagram,Back to School,1152,70,6.076388888888888,46,5,0,1052.016205203197,1751.7268531288612,4.427083333333334,66.51139445047951
2024-02-12,Instagram,Black Friday,13067,1154,8.83140736205709,498,87,1,1409.5582947237917,2839.351194501124,4.484579475013393,101.4355280749496
2024-02-12,Instagram,Spring Collection,2914,247,8.476321207961565,10,2,0,293.99425142640655,660.2528029008587,0.41180507892930684,124.5801745093424
2024-02-13,Facebook,Summer Sale,4664,300,6.432246998284734,178,28,8,723.4168068775313,991.4700589124575,4.588336192109777,37.05377722587326
2024-02-13,Facebook,New Arrivals,10523,294,2.79388007222275,12,0,0,1541.2023258787444,2991.1561999758014,0.1140359213152143,94.07939825618544
2024-02-13,Facebook,Holiday Promo,3230,241,7.461300309597524,74,0,2,990.8758194589533,1646.1851052061313,2.3529411764705883,66.1343503270668
2024-02-13,Facebook,Back to School,2151,195,9.06555090655509,122,18,10,1686.044789050121,1381.562924797239,6.97350069735007,-18.058942812807484
2024-02-13,Facebook,Black Friday,12065,723,5.992540406133444,710,131,58,1027.1213665112844,2054.7854752897006,7.451305428926647,100.05284110377094
2024-02-13,Facebook,Spring Collection,18376,1241,6.753373966042664,348,64,4,1450.9851972789727,3288.6416999822477,2.2638223770134958,126.64888009536041
2024-02-13,Instagram,Summer Sale,13812,1313,9.506226469736461,668,79,42,1737.3267298723792,1854.3607962856884,5.712423979148566,6.736445390551622
2024-02-13,Instagram,New Arrivals,17835,477,2.674516400336417,160,1,4,188.23857298800647,250.70881378821272,0.9251471825063078,33.186737345372094
2024-02-13,Instagram,Holiday Promo,9566,500,5.226845076311938,123,15,6,1816.869767938458,1491.0441743248675,1.505331381977838,-17.933348848844236
2024-02-13,Instagram,Back to School,5559,377,6.781795286922108,133,0,0,88.60153377714605,129.72678525121745,2.392516639683396,46.41595886760968
2024-02-13,Instagram,Black Friday,17523,1474,8.411801632140616,911,96,4,1478.7631486510468,2199.9508426123834,5.769560006848142,48.769655547557875
2024-02-13,Instagram,Spring Collection,7261,108,1.487398429968324,42,1,0,1386.615572282708,1892.9735616524074,0.5922049304503513,36.51754671528104
2024-02-14,Facebook,Summer Sale,13253,608,4.587640534218668,461,32,12,1580.4805547698163,3235.129061836505,3.8104580095072818,104.69274690365768
2024-02-14,Facebook,New Arrivals,13502,264,1.9552658865353283,156,31,5,1222.1502564674402,3035.350745144216,1.4220115538438751,148.3615029397232
2024-02-14,Facebook,Holiday Promo,16166,763,4.71978225906223,370,56,7,181.62996603345277,305.46376761123383,2.678460967462576,68.17916904470115
2024-02-14,Facebook,Back to School,11561,567,4.90442003286913,334,27,4,420.1398407957042,751.9291009651134,3.15716633509212,78.97114911574026
2024-02-14,Facebook,Black Friday,15256,1277,8.37047718930257,1028,130,9,1057.7403812999084,2177.1198713491876,7.649449396958574,105.82743268944874
2024-02-14,Facebook,Spring Collection,6633,635,9.573345394240915,175,21,10,1210.951339454278,1323.0709321017164,3.105683702698628,9.258802479872204
2024-02-14,Instagram,Summer Sale,2518,69,2.7402700555996824,36,0,1,1406.8050814281175,2220.835622271641,1.4694201747418585,57.86377598360398
2024-02-14,Instagram,New Arrivals,4554,416,9.134826526130874,331,29,33,1422.39500643149,2040.4849286739257,8.62977602108037,43.454168458669024
2024-02-14,Instagram,Holiday Promo,2306,59,2.5585429314830876,18,0,1,1239.5144633049972,1650.9620800089199,0.823937554206418,33.1942570163202
2024-02-14,Instagram,Back to School,5195,108,2.078922040423484,11,0,1,1896.1307714006214,1858.2837499403277,0.23099133782483158,-1.9960132513611986
2024-02-14,Instagram,Black Friday,16438,1388,8.443849616741696,671,47,20,445.13363656391914,800.749109771996,4.4895972746076165,79.8895980885983
2024-02-14,Instagram,Spring Collection,19845,74,0.3728898966994205,54,0,0,801.9463500880137,1917.978305842031,0.27210884353741494,139.16541370024726
2024-02-15,Facebook,Summer Sale,1082,50,4.621072088724584,19,3,0,1687.613132995632,1891.002630417665,2.033271719038817,12.05190297737268
2024-02-15,Facebook,New Arrivals,9367,215,2.295291982491726,154,9,1,1498.5087010673167,2031.9416771820909,1.7508273726913632,35.59758950580902
2024-02-15,Facebook,Holiday Promo,19163,1580,8.245055575849292,1374,126,110,554.4877022031098,853.0713686776332,8.40160726399833,53.848564231123675
2024-02-15,Facebook,Back to School,3962,297,7.496214033316506,282,42,24,1357.8172744955348,2704.0591308791754,8.78344270570419,99.14749809644346
2024-02-15,Facebook,Black Friday,11278,418,3.706330909735769,254,22,14,1490.5101439168045,1227.2375242024766,2.571377903883667,-17.663255818071303
2024-02-15,Facebook,Spring Collection,6694,415,6.1995817149686285,78,10,7,1826.7781561011543,2563.4509487879754,1.4191813564386018,40.32634122684514
2024-02-15,Instagram,Summer Sale,18721,1234,6.591528230329577,340,15,17,775.7907640591775,1059.8537532629844,1.9870733400993534,36.61592820691772
2024-02-15,Instagram,New Arrivals,2361,87,3.6848792884371027,28,3,2,602.4442867286148,1287.7295762415706,1.3977128335451081,113.75081557071165
2024-02-15,Instagram,Holiday Promo,11626,919,7.904696370204714,842,119,7,183.4945027004772,262.5608151013953,8.326165491140546,43.08919953312175
2024-02-15,Instagram,Back to School,11748,439,3.736806264896152,116,6,0,1737.1270274257315,4092.562209983365,1.038474633980252,135.5937214360299
2024-02-15,Instagram,Black Friday,19257,617,3.204029703484447,196,20,1,1278.982077939508,1563.2385752136588,1.1268629589240278,22.225213486345304
2024-02-15,Instagram,Spring Collection,6307,469,7.436182019977802,123,10,4,1578.7753494442431,2388.627646767169,2.1721896305692088,51.296233983385186
2024-02-16,Facebook,Summer Sale,17446,1735,9.944973059727158,521,10,12,637.0398517769104,1053.9653063375508,3.1124613091826205,65.4473112471222
2024-02-16,Facebook,New Arrivals,4644,412,8.871662360034453,319,23,3,459.5572315567491,587.2060257359251,7.428940568475452,27.77647383477483
2024-02-16,Facebook,Holiday Promo,4074,291,7.142857142857142,130,0,5,361.00991195564865,387.2865397899077,3.313696612665685,7.278644426108507
2024-02-16,Facebook,Back to School,18028,763,4.232305302862215,30,1,2,1455.102819856592,3208.5450119422367,0.18304859108054136,120.50297533327957
2024-02-16,Facebook,Black Friday,16954,852,5.025362746254571,78,0,3,1852.8940579847695,2878.6952418833985,0.47776335967913175,55.362106617919814
2024-02-16,Facebook,Spring Collection,4606,202,4.385584020842379,30,4,2,199.43982262673518,455.4170185534434,0.7815892314372557,128.34808643296202
2024-02-16,Instagram,Summer Sale,14622,593,4.0555327588565175,576,95,4,687.1479569585796,963.7404106459683,4.616331555190809,40.25224129481933
2024-02-16,Instagram,New Arrivals,16721,363,2.170922791699061,304,15,0,671.2874773890339,1568.1606777923823,1.9077806351294782,133.60493538353015
2024-02-16,Instagram,Holiday Promo,18413,1060,5.756802259273339,118,2,6,428.03298247694073,967.3496227208994,0.6842991364796611,125.99885109858636
2024-02-16,Instagram,Back to School,1086,66,6.077348066298343,21,2,1,906.4606724369488,1666.010795528873,2.209944751381215,83.79294835262216
2024-02-16,Instagram,Black Friday,14596,1312,8.98876404494382,662,45,22,887.7367546581086,1827.9071952450035,4.994519046314059,105.90644531204299
2024-02-16,Instagram,Spring Collection,17980,499,2.775305895439377,494,5,43,1054.1200323308558,1132.4588196760321,3.014460511679644,7.431676179415231
2024-02-17,Facebook,Summer Sale,9912,687,6.930992736077482,244,31,9,1769.2418405487897,1780.816512327764,2.865213882163035,0.6542164849201204
2024-02-17,Facebook,New Arrivals,15318,1069,6.978717848283066,124,3,1,1062.4879130214,1947.7311262393953,0.8356182269225748,83.31795612626092
2024-02-17,Facebook,Holiday Promo,3294,96,2.914389799635701,28,5,2,1511.31138296226,2678.422726718365,1.0625379477838492,77.22507465460212
2024-02-17,Facebook,Back to School,11602,186,1.6031718669194968,184,32,0,1104.7647574842576,2191.776687674997,1.8617479744871575,98.39306719613825
2024-02-17,Facebook,Black Friday,6097,498,8.167951451533542,422,49,33,853.3182853164989,1945.4768111570988,8.266360505166476,127.9895842657953
2024-02-17,Facebook,Spring Collection,12169,142,1.1668994987262715,57,0,4,278.54761607645514,382.51584203471106,0.5012737283260744,37.32511784617785
2024-02-17,Instagram,Summer Sale,16641,66,0.3966107806021273,16,0,0,1541.3618962955907,3012.0155613949355,0.09614806802475813,95.4126132632329
2024-02-17,Instagram,New Arrivals,1816,152,8.370044052863436,62,0,0,1242.1063743224613,2803.962148513817,3.4140969162995596,125.74251340134293
2024-02-17,Instagram,Holiday Promo,19172,1460,7.615272272063425,1240,28,116,482.7058985295271,972.5993686664959,7.218860838723137,101.48901673448312
2024-02-17,Instagram,Back to School,10359,74,0.714354667438942,63,11,0,1094.5303687277783,2431.389865567353,0.714354667438942,122.1400095452323
2024-02-17,Instagram,Black Friday,1504,135,8.976063829787234,89,8,2,298.40351120066157,383.5574071526978,6.582446808510638,28.536492620146976
2024-02-17,Instagram,Spring Collection,1717,78,4.542807221898661,28,1,0,1770.9917597060771,2820.7056582760074,1.68899242865463,59.272658543828925
2024-02-18,Facebook,Summer Sale,4764,79,1.658270361041142,66,7,1,1808.459355665146,2072.320198679575,1.5533165407220824,14.590366224591298
2024-02-18,Facebook,New Arrivals,12999,583,4.484960381567813,527,75,46,1106.4338803217483,2706.018486075446,4.984998846065082,144.57118804862904
2024-02-18,Facebook,Holiday Promo,12064,1122,9.300397877984084,694,81,65,1051.0680099385854,2608.4041392329605,6.962864721485411,148.1670181728175
2024-02-18,Facebook,Back to School,17915,270,1.507116941110801,132,9,12,920.4544360132298,845.9031223855407,0.8540329332961206,-8.09940293737882
2024-02-18,Facebook,Black Friday,9397,881,9.375332552942428,49,6,3,955.2651134914886,1937.9025643520654,0.6172182611471746,102.86541788059678
